employee_id,name,email,designation,age,length_of_service,is_promoted,no_of_trainings,avg_training_score
22197,Paul Martinez,paul_martinez839@gmail.com,Technology,20,1,0,10,86.0
66967,Harry Carter,harry_carter482@gmail.com,Operations,36,5,0,10,62.0
33189,Olivia Moore,olivia_moore125@gmail.com,Procurement,30,2,0,10,71.0
9385,Sam Green,sam_green507@gmail.com,Sales & Marketing,49,3,0,10,49.0
12044,Karen Brooks,karen_brooks193@gmail.com,Operations,33,7,0,10,58.0
5270,Wendy Davis,wendy_davis152@gmail.com,HR,29,1,0,10,49.0
71358,Victor Carter,victor_carter424@gmail.com,Procurement,30,2,0,10,70.0
43907,Isabella Johnson,isabella_johnson192@gmail.com,Sales & Marketing,40,13,0,10,50.0
19841,Wendy Johnson,wendy_johnson475@gmail.com,Sales & Marketing,24,2,0,10,51.0
62046,Catherine Evans,catherine_evans915@gmail.com,HR,34,6,0,10,47.0
69100,Catherine Phillips,catherine_phillips716@gmail.com,Analytics,31,2,0,10,85.0
51790,Harry Green,harry_green72@gmail.com,Operations,43,3,0,10,57.0
13674,Mia Wood,mia_wood276@gmail.com,Analytics,32,5,0,10,83.0
18392,Karen Edwards,karen_edwards682@gmail.com,Procurement,41,5,0,10,67.0
56322,Mia Wilson,mia_wilson298@gmail.com,Sales & Marketing,25,3,0,10,46.0
64108,Paul Hill,paul_hill380@gmail.com,Technology,32,7,0,10,85.0
40986,Isabella Perez,isabella_perez757@gmail.com,Sales & Marketing,25,1,0,10,47.0
9698,Olivia Morgan,olivia_morgan214@gmail.com,Procurement,39,7,0,10,69.0
20564,Xander Edwards,xander_edwards179@gmail.com,Analytics,34,5,0,10,83.0
5261,Quincy Lee,quincy_lee318@gmail.com,Procurement,29,4,1,10,70.0
61233,Tina Smith,tina_smith238@gmail.com,Sales & Marketing,30,5,0,10,46.0
4972,Noah Morgan,noah_morgan192@gmail.com,Sales & Marketing,58,3,0,10,51.0
25649,Olivia Johnson,olivia_johnson636@gmail.com,Procurement,32,6,0,10,73.0
3734,Bob Morgan,bob_morgan763@gmail.com,Procurement,26,1,0,10,75.0
44984,Yvonne Martinez,yvonne_martinez22@gmail.com,Sales & Marketing,29,3,0,10,50.0
24553,Wendy Green,wendy_green689@gmail.com,Sales & Marketing,42,5,0,10,49.0
562,Eva Davis,eva_davis105@gmail.com,Operations,35,10,0,10,57.0
27810,Tina Cooper,tina_cooper420@gmail.com,Analytics,30,10,1,10,81.0
15589,Yvonne Carter,yvonne_carter717@gmail.com,Sales & Marketing,44,11,0,10,47.0
56377,Bob Baker,bob_baker738@gmail.com,Procurement,28,3,0,10,73.0
22510,Uma Brooks,uma_brooks334@gmail.com,Legal,34,2,0,10,57.0
66858,Eva Wood,eva_wood986@gmail.com,Procurement,34,8,0,10,71.0
37701,Yvonne Brown,yvonne_brown557@gmail.com,Sales & Marketing,36,4,0,10,51.0
22596,Xander Green,xander_green656@gmail.com,Sales & Marketing,29,6,0,10,49.0
57411,Alice Green,alice_green873@gmail.com,Sales & Marketing,43,15,0,10,50.0
48332,Paul Edwards,paul_edwards44@gmail.com,Sales & Marketing,54,13,0,10,47.0
61484,Catherine Edwards,catherine_edwards381@gmail.com,Procurement,26,1,0,10,69.0
29993,Uma Martinez,uma_martinez882@gmail.com,Operations,35,8,0,10,58.0
62704,Quincy Davis,quincy_davis537@gmail.com,Procurement,51,17,0,10,72.0
16526,Noah Harris,noah_harris937@gmail.com,Operations,32,4,0,10,60.0
1178,Olivia Martinez,olivia_martinez387@gmail.com,Operations,35,2,1,10,66.0
32694,Rachel Martinez,rachel_martinez880@gmail.com,Technology,52,3,0,10,75.0
64034,David Wood,david_wood179@gmail.com,Procurement,47,18,0,10,65.0
27704,Rachel Morgan,rachel_morgan49@gmail.com,Sales & Marketing,25,2,0,10,48.0
48105,Zach Thompson,zach_thompson575@gmail.com,Sales & Marketing,25,3,0,10,46.0
71993,Grace Thompson,grace_thompson255@gmail.com,Technology,44,16,1,10,80.0
34211,Frank Wood,frank_wood107@gmail.com,Analytics,35,7,0,10,80.0
39425,Uma Baker,uma_baker986@gmail.com,Sales & Marketing,50,4,0,10,48.0
28534,Frank Edwards,frank_edwards646@gmail.com,Procurement,34,7,0,10,68.0
33430,Grace Brown,grace_brown43@gmail.com,Sales & Marketing,48,7,0,10,49.0
1622,Jack Smith,jack_smith627@gmail.com,Operations,54,8,0,10,59.0
18479,Olivia Evans,olivia_evans390@gmail.com,HR,28,4,0,10,49.0
38650,Xander Perez,xander_perez920@gmail.com,Technology,39,7,0,10,81.0
66360,Alice Brown,alice_brown935@gmail.com,HR,26,3,0,10,47.0
62095,Harry White,harry_white657@gmail.com,Operations,37,5,0,10,64.0
49861,Zach Brooks,zach_brooks372@gmail.com,Operations,32,4,0,10,59.0
46869,Catherine Wilson,catherine_wilson165@gmail.com,R&D,34,5,0,10,83.0
75506,Yvonne Cooper,yvonne_cooper112@gmail.com,Sales & Marketing,24,1,0,10,49.0
17260,Victor Taylor,victor_taylor404@gmail.com,Sales & Marketing,29,5,0,10,48.0
4035,Quincy Phillips,quincy_phillips48@gmail.com,Operations,32,7,0,10,57.0
65917,Bob Carter,bob_carter932@gmail.com,Sales & Marketing,31,3,0,10,52.0
17666,Bob Moore,bob_moore161@gmail.com,Sales & Marketing,39,12,0,10,47.0
14841,Bob Cooper,bob_cooper266@gmail.com,Analytics,35,10,0,10,86.0
71144,Mia Brooks,mia_brooks733@gmail.com,Operations,36,5,0,10,57.0
32194,Wendy Brooks,wendy_brooks971@gmail.com,Technology,25,3,0,10,85.0
65804,Victor Hill,victor_hill241@gmail.com,Procurement,28,5,1,10,68.0
11157,Zach Wilson,zach_wilson621@gmail.com,Operations,37,5,0,10,58.0
29197,Yvonne Hill,yvonne_hill846@gmail.com,Technology,34,4,0,10,82.0
2997,David Green,david_green592@gmail.com,Sales & Marketing,37,8,0,10,49.0
54393,Noah Moore,noah_moore435@gmail.com,R&D,31,5,0,10,81.0
49597,Jack Davis,jack_davis747@gmail.com,Operations,30,13,0,10,63.0
8560,Harry Cooper,harry_cooper344@gmail.com,Technology,30,4,1,10,94.0
6679,Alice White,alice_white43@gmail.com,Finance,29,1,0,10,62.0
20534,Isabella Lee,isabella_lee422@gmail.com,Operations,44,7,0,10,63.0
23984,David Phillips,david_phillips844@gmail.com,Operations,28,5,0,10,62.0
7262,Isabella Brooks,isabella_brooks246@gmail.com,Operations,36,3,0,10,58.0
35726,Tina Evans,tina_evans589@gmail.com,Finance,32,4,0,10,58.0
78291,Alice Evans,alice_evans754@gmail.com,Sales & Marketing,29,3,0,10,50.0
59846,Liam Davis,liam_davis212@gmail.com,Procurement,38,5,0,10,63.0
58080,Grace Johnson,grace_johnson822@gmail.com,Operations,38,8,0,10,64.0
60086,Rachel Davis,rachel_davis645@gmail.com,Procurement,32,4,0,10,67.0
54381,Liam Thompson,liam_thompson497@gmail.com,Finance,30,3,0,10,54.0
31004,Karen Wood,karen_wood992@gmail.com,Analytics,29,4,0,10,82.0
30548,Karen Lee,karen_lee673@gmail.com,Analytics,28,4,0,10,77.0
71587,Victor Brooks,victor_brooks595@gmail.com,Sales & Marketing,41,5,0,10,50.0
30126,Xander Smith,xander_smith493@gmail.com,Finance,32,4,0,10,58.0
42602,Grace Davis,grace_davis263@gmail.com,Analytics,37,2,0,10,86.0
56830,Victor Lee,victor_lee124@gmail.com,Sales & Marketing,29,6,0,10,
13711,Olivia Baker,olivia_baker883@gmail.com,Procurement,35,9,0,10,70.0
44040,Xander Johnson,xander_johnson560@gmail.com,Sales & Marketing,34,7,0,10,43.0
66006,Alice Moore,alice_moore275@gmail.com,Operations,43,19,0,10,56.0
10611,David Brown,david_brown857@gmail.com,Operations,29,6,0,10,59.0
47046,Jack Brown,jack_brown955@gmail.com,Sales & Marketing,33,7,0,10,54.0
16060,Tina Morgan,tina_morgan441@gmail.com,Operations,27,4,0,10,58.0
43524,Tina Johnson,tina_johnson491@gmail.com,Legal,32,6,0,10,60.0
70074,Bob Martinez,bob_martinez655@gmail.com,Sales & Marketing,48,2,0,10,54.0
9315,Victor Smith,victor_smith559@gmail.com,Analytics,30,3,0,10,85.0
72725,Rachel Evans,rachel_evans840@gmail.com,Sales & Marketing,34,7,0,10,53.0
20624,Mia Martinez,mia_martinez483@gmail.com,Technology,38,4,0,10,82.0
12509,David Moore,david_moore31@gmail.com,Procurement,28,4,1,10,68.0
33173,Grace Brown,grace_brown83@gmail.com,Analytics,31,8,0,10,86.0
30496,Olivia Johnson,olivia_johnson931@gmail.com,Analytics,46,7,1,10,91.0
75140,Eva Smith,eva_smith404@gmail.com,HR,41,15,0,10,44.0
52807,Eva Harris,eva_harris479@gmail.com,Finance,34,4,0,10,62.0
38252,Uma Green,uma_green705@gmail.com,Operations,35,9,0,10,67.0
8260,Paul Wilson,paul_wilson198@gmail.com,Technology,35,3,0,10,79.0
78026,Yvonne Carter,yvonne_carter447@gmail.com,Sales & Marketing,28,1,0,10,
55330,Zach Morgan,zach_morgan278@gmail.com,Sales & Marketing,31,3,0,10,51.0
13440,David Walker,david_walker171@gmail.com,Procurement,34,9,0,10,71.0
58641,Isabella Smith,isabella_smith902@gmail.com,Operations,27,6,0,10,62.0
36512,Zach Thompson,zach_thompson283@gmail.com,Procurement,42,5,0,10,66.0
24864,Isabella Hill,isabella_hill110@gmail.com,Operations,29,3,0,10,
32402,Tina Brown,tina_brown91@gmail.com,Sales & Marketing,39,3,0,10,51.0
13508,Frank Martinez,frank_martinez760@gmail.com,Operations,28,4,0,10,
47589,Olivia Taylor,olivia_taylor28@gmail.com,Procurement,51,7,0,10,68.0
34473,Karen Hill,karen_hill248@gmail.com,Sales & Marketing,34,7,0,10,53.0
23892,Noah Wilson,noah_wilson211@gmail.com,Analytics,28,2,0,10,81.0
64402,Tina Green,tina_green136@gmail.com,Procurement,35,6,0,10,75.0
39647,Olivia Brown,olivia_brown670@gmail.com,Procurement,29,4,0,10,69.0
46182,Catherine Smith,catherine_smith843@gmail.com,Sales & Marketing,25,1,1,10,48.0
26943,Catherine Brooks,catherine_brooks186@gmail.com,Sales & Marketing,35,2,0,10,51.0
61818,Liam Baker,liam_baker693@gmail.com,Sales & Marketing,25,2,0,10,50.0
48182,Wendy Morgan,wendy_morgan457@gmail.com,Operations,32,9,0,10,58.0
7973,Sam Evans,sam_evans438@gmail.com,Sales & Marketing,39,10,0,10,49.0
22081,David Wilson,david_wilson215@gmail.com,Sales & Marketing,42,10,0,10,53.0
74582,Eva Wilson,eva_wilson528@gmail.com,Operations,31,4,0,10,60.0
6195,Alice Harris,alice_harris380@gmail.com,Operations,33,5,0,10,60.0
31068,Sam Harris,sam_harris49@gmail.com,Operations,31,4,0,10,58.0
57943,Jack Johnson,jack_johnson881@gmail.com,Finance,29,4,0,10,62.0
59104,Karen Kelly,karen_kelly977@gmail.com,Operations,31,7,0,10,
60788,Victor Brooks,victor_brooks66@gmail.com,Sales & Marketing,35,6,0,10,50.0
40768,Mia Taylor,mia_taylor357@gmail.com,Legal,41,10,0,10,
15978,Karen Carter,karen_carter896@gmail.com,Finance,45,14,0,10,62.0
27079,Olivia Wilson,olivia_wilson442@gmail.com,Sales & Marketing,28,1,0,10,51.0
61643,Noah Carter,noah_carter409@gmail.com,Sales & Marketing,32,5,0,10,49.0
42518,David Brown,david_brown43@gmail.com,Finance,47,14,0,10,57.0
12400,Paul Carter,paul_carter917@gmail.com,HR,31,7,0,10,48.0
69387,David Perez,david_perez953@gmail.com,Analytics,36,2,0,10,84.0
51140,Harry Carter,harry_carter200@gmail.com,Sales & Marketing,24,1,0,10,52.0
20695,Frank Carter,frank_carter269@gmail.com,Operations,35,5,0,10,58.0
26091,Harry Walker,harry_walker499@gmail.com,Operations,29,2,0,10,56.0
75651,Victor Taylor,victor_taylor430@gmail.com,Analytics,31,4,0,10,87.0
62024,Frank Cooper,frank_cooper826@gmail.com,Operations,23,2,0,10,
69582,Noah Wilson,noah_wilson644@gmail.com,Operations,37,12,1,10,57.0
42660,Mia Brown,mia_brown651@gmail.com,R&D,33,7,0,10,85.0
70217,Bob Brown,bob_brown258@gmail.com,Technology,30,4,0,10,77.0
10591,Yvonne Martinez,yvonne_martinez360@gmail.com,Sales & Marketing,41,4,0,10,48.0
20578,Quincy Smith,quincy_smith760@gmail.com,Sales & Marketing,34,6,0,10,48.0
8997,Uma Lee,uma_lee438@gmail.com,Finance,24,2,0,10,57.0
32840,Alice Thompson,alice_thompson911@gmail.com,Sales & Marketing,54,24,0,10,49.0
77322,Mia Wilson,mia_wilson843@gmail.com,Operations,34,9,0,10,60.0
31819,Karen Moore,karen_moore637@gmail.com,Sales & Marketing,26,4,0,10,
61471,David Perez,david_perez65@gmail.com,Procurement,55,4,0,10,65.0
25362,Mia Walker,mia_walker548@gmail.com,Technology,26,5,0,10,82.0
5960,David Baker,david_baker989@gmail.com,Operations,40,6,0,10,62.0
15932,Quincy Perez,quincy_perez399@gmail.com,Procurement,33,6,0,10,69.0
59223,Grace Martinez,grace_martinez14@gmail.com,Operations,37,5,0,10,64.0
73650,Uma Wood,uma_wood276@gmail.com,Analytics,32,7,0,10,82.0
74188,Harry Baker,harry_baker334@gmail.com,HR,31,3,0,10,49.0
46579,Paul White,paul_white717@gmail.com,Technology,29,4,0,10,82.0
20685,Yvonne Taylor,yvonne_taylor48@gmail.com,R&D,40,3,0,10,83.0
67338,Xander Smith,xander_smith354@gmail.com,Technology,34,7,1,10,83.0
47686,Isabella Edwards,isabella_edwards48@gmail.com,Analytics,27,3,0,10,88.0
51804,Quincy Morgan,quincy_morgan372@gmail.com,Sales & Marketing,25,1,0,10,49.0
52670,Paul Evans,paul_evans95@gmail.com,Sales & Marketing,36,5,0,10,49.0
42050,Tina Cooper,tina_cooper775@gmail.com,Technology,53,5,0,10,81.0
33693,Jack White,jack_white27@gmail.com,Sales & Marketing,55,4,0,10,48.0
10092,Quincy Cooper,quincy_cooper134@gmail.com,Sales & Marketing,47,8,0,10,46.0
68755,Paul Green,paul_green580@gmail.com,Sales & Marketing,35,3,0,10,49.0
42765,Isabella Baker,isabella_baker165@gmail.com,Technology,38,4,1,10,82.0
67240,Rachel Smith,rachel_smith108@gmail.com,Finance,31,5,0,10,56.0
2583,Yvonne Taylor,yvonne_taylor909@gmail.com,R&D,33,6,0,10,84.0
24139,Quincy Moore,quincy_moore891@gmail.com,Sales & Marketing,34,10,0,10,51.0
75952,Zach Hill,zach_hill736@gmail.com,Analytics,33,7,0,10,78.0
68290,Olivia Smith,olivia_smith524@gmail.com,Technology,26,1,0,10,84.0
20571,Catherine Wood,catherine_wood677@gmail.com,Procurement,40,3,0,10,68.0
47406,Zach Taylor,zach_taylor574@gmail.com,Technology,51,6,0,10,76.0
23620,Mia Edwards,mia_edwards550@gmail.com,Finance,24,1,0,10,63.0
53544,Wendy White,wendy_white729@gmail.com,Sales & Marketing,37,8,0,10,
50257,Catherine Kelly,catherine_kelly626@gmail.com,Legal,25,1,0,10,56.0
1716,Liam Smith,liam_smith751@gmail.com,Procurement,43,4,0,10,70.0
1842,Zach Baker,zach_baker616@gmail.com,Operations,29,3,0,10,63.0
34339,Uma Brooks,uma_brooks913@gmail.com,Finance,25,2,1,10,90.0
30123,Wendy Baker,wendy_baker788@gmail.com,HR,26,2,0,10,49.0
23869,Isabella Moore,isabella_moore446@gmail.com,Operations,30,5,0,10,63.0
77162,Rachel Harris,rachel_harris19@gmail.com,Operations,47,6,0,10,57.0
75269,Grace Taylor,grace_taylor187@gmail.com,Operations,42,13,0,10,55.0
42820,Zach Taylor,zach_taylor941@gmail.com,Sales & Marketing,54,19,0,10,
32576,Eva Davis,eva_davis164@gmail.com,Technology,56,19,0,10,83.0
64606,Quincy Perez,quincy_perez369@gmail.com,Sales & Marketing,39,9,0,10,47.0
75008,Paul Kelly,paul_kelly419@gmail.com,Sales & Marketing,40,9,0,10,52.0
76404,Karen Moore,karen_moore559@gmail.com,Analytics,32,6,0,10,84.0
50172,Frank Hill,frank_hill876@gmail.com,R&D,28,2,0,10,81.0
24577,David Carter,david_carter335@gmail.com,Analytics,26,2,0,10,86.0
23993,Zach White,zach_white449@gmail.com,Operations,33,6,1,10,58.0
51434,Xander Moore,xander_moore75@gmail.com,R&D,33,3,0,10,81.0
20304,Alice White,alice_white117@gmail.com,Operations,29,2,0,10,65.0
75134,Karen Walker,karen_walker540@gmail.com,Procurement,43,19,0,10,71.0
56100,Bob Moore,bob_moore252@gmail.com,Operations,29,4,0,10,58.0
71769,Sam Taylor,sam_taylor197@gmail.com,R&D,28,3,0,10,79.0
70788,Eva Kelly,eva_kelly770@gmail.com,Technology,47,6,0,10,75.0
65014,Alice Evans,alice_evans17@gmail.com,Technology,31,3,0,10,84.0
71120,Victor Harris,victor_harris695@gmail.com,Sales & Marketing,41,12,1,10,
44098,Tina Walker,tina_walker886@gmail.com,Procurement,38,2,0,10,66.0
50185,Quincy Lee,quincy_lee366@gmail.com,Sales & Marketing,31,4,0,10,
74214,Quincy Lee,quincy_lee307@gmail.com,Sales & Marketing,30,4,0,10,52.0
67302,Grace Taylor,grace_taylor371@gmail.com,Operations,45,3,0,10,55.0
26729,Victor Martinez,victor_martinez12@gmail.com,Analytics,46,18,0,10,88.0
58016,Sam Johnson,sam_johnson785@gmail.com,HR,34,9,0,10,52.0
65922,Karen Taylor,karen_taylor343@gmail.com,Sales & Marketing,40,8,0,10,52.0
51214,Mia Perez,mia_perez977@gmail.com,Operations,28,2,0,10,56.0
54668,Catherine Brown,catherine_brown93@gmail.com,Technology,36,6,0,10,79.0
27317,Xander Kelly,xander_kelly863@gmail.com,Sales & Marketing,30,1,0,10,48.0
63823,Victor Perez,victor_perez495@gmail.com,Operations,53,12,0,10,55.0
23524,Quincy Cooper,quincy_cooper409@gmail.com,Technology,33,10,0,10,74.0
72712,Olivia Cooper,olivia_cooper444@gmail.com,Technology,28,1,0,10,81.0
76669,Harry Brooks,harry_brooks412@gmail.com,R&D,28,3,1,10,83.0
59334,Jack Moore,jack_moore320@gmail.com,R&D,30,5,0,10,84.0
43894,Olivia Kelly,olivia_kelly132@gmail.com,Analytics,56,27,0,10,88.0
61300,Noah Moore,noah_moore861@gmail.com,Procurement,23,1,0,10,68.0
20313,Alice Thompson,alice_thompson751@gmail.com,Sales & Marketing,28,5,0,10,49.0
72072,Victor Phillips,victor_phillips755@gmail.com,Analytics,39,4,0,10,82.0
75117,Eva Smith,eva_smith464@gmail.com,Sales & Marketing,29,5,0,10,
63792,Eva Davis,eva_davis289@gmail.com,Procurement,31,3,0,10,70.0
75172,Sam Lee,sam_lee813@gmail.com,Sales & Marketing,29,1,1,10,
62370,Wendy Morgan,wendy_morgan742@gmail.com,Analytics,24,1,0,10,83.0
15267,Uma Harris,uma_harris544@gmail.com,Technology,39,4,0,10,78.0
53674,Sam Evans,sam_evans44@gmail.com,Procurement,30,4,0,10,72.0
47983,Jack Johnson,jack_johnson665@gmail.com,Technology,29,8,0,10,82.0
41819,Rachel Smith,rachel_smith428@gmail.com,Analytics,35,10,0,10,84.0
41546,Catherine Smith,catherine_smith531@gmail.com,Finance,25,2,0,10,59.0
62612,David Thompson,david_thompson185@gmail.com,Sales & Marketing,33,6,0,10,53.0
61927,Mia Davis,mia_davis667@gmail.com,Technology,38,9,1,10,82.0
34304,Wendy Brooks,wendy_brooks474@gmail.com,Procurement,29,1,0,10,72.0
62063,Jack Evans,jack_evans23@gmail.com,Finance,29,6,0,10,62.0
49680,Frank Phillips,frank_phillips865@gmail.com,Sales & Marketing,28,5,0,10,47.0
21777,Wendy Thompson,wendy_thompson862@gmail.com,Operations,36,4,0,10,63.0
59051,Uma Phillips,uma_phillips843@gmail.com,Procurement,34,6,0,10,70.0
69527,Mia Cooper,mia_cooper625@gmail.com,Sales & Marketing,45,7,0,10,50.0
6137,Isabella Perez,isabella_perez488@gmail.com,Operations,26,4,0,10,58.0
15819,David Wood,david_wood601@gmail.com,Analytics,28,3,0,10,81.0
24890,Yvonne Lee,yvonne_lee232@gmail.com,Technology,32,5,0,10,80.0
35155,Paul Baker,paul_baker117@gmail.com,Sales & Marketing,35,3,0,10,43.0
45469,Rachel Cooper,rachel_cooper674@gmail.com,Technology,38,10,1,10,82.0
76286,Zach Phillips,zach_phillips202@gmail.com,Procurement,60,12,0,10,71.0
32837,Alice Kelly,alice_kelly766@gmail.com,Sales & Marketing,53,13,0,10,51.0
10007,Catherine Wilson,catherine_wilson531@gmail.com,Sales & Marketing,27,4,0,10,48.0
2515,Karen Perez,karen_perez979@gmail.com,Operations,30,3,0,10,
14545,Tina Moore,tina_moore803@gmail.com,Sales & Marketing,31,4,0,10,55.0
26762,Noah Davis,noah_davis793@gmail.com,Sales & Marketing,23,2,0,10,49.0
14757,Catherine Morgan,catherine_morgan785@gmail.com,Sales & Marketing,27,6,0,10,49.0
71418,Quincy Perez,quincy_perez373@gmail.com,Procurement,36,3,0,10,67.0
59873,Uma Taylor,uma_taylor577@gmail.com,Finance,34,6,0,10,62.0
48664,Jack Evans,jack_evans82@gmail.com,HR,23,2,0,10,49.0
34949,Mia Morgan,mia_morgan801@gmail.com,HR,29,4,0,10,47.0
14529,Yvonne Brooks,yvonne_brooks457@gmail.com,Sales & Marketing,28,3,0,10,52.0
32671,Karen Brooks,karen_brooks570@gmail.com,HR,27,1,0,10,50.0
54257,Grace Smith,grace_smith310@gmail.com,Procurement,34,2,0,10,71.0
61377,Noah Phillips,noah_phillips475@gmail.com,Sales & Marketing,33,2,0,10,48.0
52755,Catherine Baker,catherine_baker632@gmail.com,Procurement,37,2,0,10,75.0
74683,Noah Perez,noah_perez200@gmail.com,Operations,37,3,0,10,59.0
9541,Paul Harris,paul_harris849@gmail.com,Technology,35,4,0,10,76.0
5540,Isabella Thompson,isabella_thompson578@gmail.com,Technology,28,1,0,10,83.0
74670,Bob Johnson,bob_johnson840@gmail.com,Sales & Marketing,39,3,0,10,48.0
53626,Yvonne Phillips,yvonne_phillips902@gmail.com,Technology,55,28,0,10,83.0
16330,Catherine Martinez,catherine_martinez218@gmail.com,Operations,34,3,0,10,58.0
2890,Quincy Perez,quincy_perez92@gmail.com,Sales & Marketing,60,10,0,10,49.0
50202,Liam Morgan,liam_morgan975@gmail.com,Sales & Marketing,31,3,0,10,52.0
55376,Bob Harris,bob_harris689@gmail.com,Sales & Marketing,60,11,1,10,64.0
26104,Yvonne Johnson,yvonne_johnson43@gmail.com,Sales & Marketing,32,9,0,10,49.0
56055,Alice Hill,alice_hill355@gmail.com,Sales & Marketing,57,10,0,10,50.0
57407,Noah Thompson,noah_thompson624@gmail.com,Operations,33,6,1,10,58.0
5140,Frank Moore,frank_moore140@gmail.com,Sales & Marketing,26,2,0,10,50.0
74629,Rachel Johnson,rachel_johnson915@gmail.com,Technology,33,5,0,10,79.0
53559,Bob Taylor,bob_taylor484@gmail.com,Sales & Marketing,31,8,0,10,46.0
4200,Sam Wilson,sam_wilson399@gmail.com,Operations,31,2,0,10,52.0
9343,Xander Wilson,xander_wilson639@gmail.com,Sales & Marketing,27,3,0,10,48.0
1176,Paul Harris,paul_harris221@gmail.com,Analytics,25,2,0,10,82.0
76332,Uma Lee,uma_lee871@gmail.com,Procurement,27,2,0,10,71.0
77158,Bob Green,bob_green842@gmail.com,Operations,39,10,0,10,60.0
52435,Bob Walker,bob_walker779@gmail.com,Sales & Marketing,42,5,0,10,50.0
65723,Wendy Lee,wendy_lee955@gmail.com,Operations,31,5,1,10,77.0
35608,Quincy Thompson,quincy_thompson122@gmail.com,R&D,29,5,1,10,86.0
6086,Catherine Green,catherine_green273@gmail.com,R&D,37,6,0,10,90.0
56805,Uma Kelly,uma_kelly549@gmail.com,Sales & Marketing,41,7,0,10,55.0
41526,Frank Taylor,frank_taylor32@gmail.com,Operations,25,1,0,10,57.0
43227,Victor Cooper,victor_cooper973@gmail.com,Sales & Marketing,28,3,0,10,48.0
72230,Zach Smith,zach_smith557@gmail.com,Analytics,45,16,0,10,88.0
59203,Isabella Wilson,isabella_wilson629@gmail.com,Operations,28,3,0,10,60.0
74193,Quincy Johnson,quincy_johnson806@gmail.com,Technology,30,2,0,10,82.0
68009,Bob Kelly,bob_kelly670@gmail.com,Procurement,33,5,0,10,70.0
64412,Quincy Wood,quincy_wood752@gmail.com,Sales & Marketing,48,17,0,10,48.0
18277,Liam Harris,liam_harris107@gmail.com,Sales & Marketing,33,3,0,10,48.0
76793,Sam Taylor,sam_taylor982@gmail.com,Procurement,27,2,0,10,71.0
4285,Mia Lee,mia_lee118@gmail.com,Legal,41,10,0,10,
54920,Quincy Cooper,quincy_cooper444@gmail.com,Sales & Marketing,46,14,0,10,52.0
12825,Catherine Moore,catherine_moore490@gmail.com,Analytics,32,4,0,10,84.0
67736,Rachel Baker,rachel_baker127@gmail.com,HR,35,7,0,10,
50208,Zach Green,zach_green57@gmail.com,Procurement,24,2,0,10,63.0
75528,Jack White,jack_white202@gmail.com,HR,52,9,0,10,50.0
13219,Rachel Lee,rachel_lee511@gmail.com,Sales & Marketing,57,13,0,10,51.0
45531,Karen Moore,karen_moore490@gmail.com,Sales & Marketing,47,4,0,10,48.0
60687,Mia Wood,mia_wood482@gmail.com,Technology,31,5,0,10,79.0
9069,Eva Walker,eva_walker987@gmail.com,Analytics,30,9,0,10,86.0
30178,Quincy Moore,quincy_moore88@gmail.com,Sales & Marketing,38,4,0,10,48.0
77044,Victor Baker,victor_baker975@gmail.com,Operations,28,5,0,10,57.0
44210,Bob Evans,bob_evans465@gmail.com,Analytics,27,2,0,10,82.0
59684,Rachel Martinez,rachel_martinez752@gmail.com,Analytics,29,2,0,10,87.0
16569,Rachel Lee,rachel_lee376@gmail.com,Procurement,30,7,0,10,72.0
12539,Alice Davis,alice_davis448@gmail.com,Procurement,26,1,0,10,65.0
40531,Alice Carter,alice_carter437@gmail.com,Sales & Marketing,36,9,0,10,
76063,Yvonne Carter,yvonne_carter141@gmail.com,Technology,37,2,0,10,79.0
59904,Quincy Cooper,quincy_cooper774@gmail.com,Sales & Marketing,30,6,0,10,50.0
12363,Tina Walker,tina_walker405@gmail.com,Sales & Marketing,32,6,0,10,52.0
72063,Yvonne Smith,yvonne_smith76@gmail.com,Procurement,40,10,0,10,75.0
68175,Quincy Cooper,quincy_cooper14@gmail.com,HR,27,3,0,10,47.0
6943,Sam Kelly,sam_kelly867@gmail.com,Sales & Marketing,35,2,0,10,44.0
52224,Tina Brooks,tina_brooks676@gmail.com,Operations,43,13,0,10,58.0
12184,David Thompson,david_thompson474@gmail.com,Operations,31,6,0,10,56.0
35306,Noah Kelly,noah_kelly171@gmail.com,Technology,32,6,1,10,77.0
63504,Uma Thompson,uma_thompson489@gmail.com,R&D,29,2,0,10,85.0
49546,Frank Green,frank_green801@gmail.com,Sales & Marketing,34,7,0,10,55.0
8256,Alice Phillips,alice_phillips500@gmail.com,Sales & Marketing,33,4,0,10,47.0
42097,Quincy Taylor,quincy_taylor486@gmail.com,Sales & Marketing,37,6,0,10,44.0
6441,Alice Brown,alice_brown681@gmail.com,Finance,28,5,0,10,56.0
40906,Mia Wilson,mia_wilson994@gmail.com,Sales & Marketing,26,3,0,10,49.0
55041,Sam Harris,sam_harris942@gmail.com,Sales & Marketing,37,4,1,10,88.0
54810,Bob Wilson,bob_wilson380@gmail.com,Operations,33,9,0,10,60.0
51863,Xander Martinez,xander_martinez143@gmail.com,Legal,40,4,0,10,58.0
49244,Isabella Baker,isabella_baker751@gmail.com,Legal,33,7,0,10,56.0
39332,Rachel Cooper,rachel_cooper65@gmail.com,HR,27,5,0,10,50.0
41425,Xander Johnson,xander_johnson428@gmail.com,Technology,46,14,0,10,86.0
52180,Isabella White,isabella_white395@gmail.com,Sales & Marketing,30,3,0,10,52.0
